Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2021-01-20,Certain Women,2016,https://boxd.it/1Bmj0T,3.5,,criterion dvd,2021-01-19
2021-01-20,Barton Fink,1991,https://boxd.it/1BmU7d,4,,"dvd rental, library",2021-01-19
2021-01-22,Uncut Gems,2019,https://boxd.it/1BGbi1,4,,netflix,2021-01-21
2021-01-22,Us,2019,https://boxd.it/1BHeBn,3.5,,"blu-ray rental, library",2021-01-21
2021-01-23,Ad Astra,2019,https://boxd.it/1BPd07,2.5,,"blu-ray rental, w/ dad, w/ mom, library",2021-01-22
2021-01-23,First Cow,2019,https://boxd.it/1BQJpv,3.5,,google play,2021-01-22
2021-01-24,Promising Young Woman,2020,https://boxd.it/1BYDmB,4.5,,"amc streets of woodfield 20, me time!",2021-01-23
2021-01-25,House,1977,https://boxd.it/1C4AQF,3.5,,"criterion channel, criterion challenge 2021",2021-01-24
2021-01-25,Intolerable Cruelty,2003,https://boxd.it/1C7qxT,2,,amazon prime,2021-01-24
2021-01-25,Boyz n the Hood,1991,https://boxd.it/1CaMSP,4.5,,"dvd rental, criterion challenge 2021, w/ dad, w/ mom, library",2021-01-24
2021-01-26,The Ladykillers,2004,https://boxd.it/1CfD3N,2.5,,dvd,2021-01-25
2021-01-26,The Forty-Year-Old Version,2020,https://boxd.it/1Ci7el,3,,netflix,2021-01-25
2021-01-27,It,2017,https://boxd.it/1Cn1YH,3,Yes,"blu-ray rental, library",2021-01-26
2021-01-27,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,https://boxd.it/1CoyYd,4,Yes,"dvd, w/ arnav",2021-01-26
2021-01-27,Fargo,1996,https://boxd.it/1CpzvD,3.5,Yes,"dvd, w/ arnav, w/ farris",2021-01-26
2021-01-27,Columbus,2017,https://boxd.it/1Cr4fN,4.5,,"virtual cinema, sundance 2021",2021-01-26
2021-01-28,Parasite,2019,https://boxd.it/1CvRT1,5,Yes,"love this movie more than myself, criterion dvd",2021-01-27
2021-01-28,American Graffiti,1973,https://boxd.it/1Cyp2T,4,,"dvd rental, w/ dad, w/ mom, library",2021-01-27
2021-01-29,CODA,2021,https://boxd.it/1CFQvR,4,,"sundance 2021, w/ dad, w/ mom, virtual cinema",2021-01-28
2021-01-30,The Pink Cloud,2021,https://boxd.it/1CMOo9,2,,"sundance 2021, w/ dad, w/ mom",2021-01-29
2021-01-30,Strawberry Mansion,2021,https://boxd.it/1CNYlh,3.5,,"sundance 2021, w/ dad",2021-01-29
2021-01-31,Censor,2021,https://boxd.it/1CRIL7,3,,sundance 2021,2021-01-30
2021-01-31,Prime Time,2021,https://boxd.it/1CUhpJ,3.5,,"sundance 2021, w/ dad, w/ mom",2021-01-30
2021-01-31,Writing with Fire,2021,https://boxd.it/1CY64X,4.5,,"sundance 2021, w/ dad, w/ mom",2021-01-30
2021-01-31,This Film Is Not Yet Rated,2006,https://boxd.it/1CZBwF,4,,youtube,2021-01-30
2021-02-01,"All Light, Everywhere",2021,https://boxd.it/1D6WLb,3.5,,"sundance 2021, w/ dad, w/ mom",2021-01-31
2021-02-01,The Blazing World,2021,https://boxd.it/1D8hlv,2.5,,sundance 2021,2021-01-31
2021-02-01,Prisoners of the Ghostland,2021,https://boxd.it/1Dadql,4.5,,"sundance 2021, w/ dad, w/ mom",2021-01-31
2021-02-02,Night of the Kings,2020,https://boxd.it/1Dhn9t,3.5,,sundance 2021,2021-02-01
2021-02-07,No Country for Old Men,2007,https://boxd.it/1DZtGr,3,,"blu-ray, w/ dad, w/ mom",2021-02-06
2021-02-08,The Lord of the Rings: The Fellowship of the Ring,2001,https://boxd.it/1E7J6F,4.5,Yes,"amc naperville 16, w/ dad, w/ mom, imax",2021-02-07
2021-02-09,What's Up: Balloon to the Rescue!,2009,https://boxd.it/1EfXLX,5,,youtube,2021-02-08
2021-02-10,The Florida Project,2017,https://boxd.it/1Eo05L,4,,netflix,2021-02-09
2021-02-12,Viridiana,1961,https://boxd.it/1ECPNd,3.5,,"criterion channel, criterion challenge 2021",2021-02-11
2021-02-12,Pi,1998,https://boxd.it/1EDHGP,4,,"dvd rental, library",2021-02-11
2021-02-13,The Road to the Racetrack,1991,https://boxd.it/1EIQSZ,3,,youtube,2021-02-12
2021-02-13,Land,2021,https://boxd.it/1ELQc1,3,,"amc naperville 16, me time!",2021-02-12
2021-02-14,Judas and the Black Messiah,2021,https://boxd.it/1EXe6D,3.5,,"amc naperville 16, dolby, w/ dad, w/ mom",2021-02-13
2021-02-15,Burn After Reading,2008,https://boxd.it/1F943j,4,,"peacock, w/ dad, w/ mom",2021-02-14
2021-02-16,Minari,2020,https://boxd.it/1Ff6BJ,5,Yes,"cinemark seven bridges, love this movie more than myself, w/ dad, w/ mom",2021-02-15
2021-02-17,Cries and Whispers,1972,https://boxd.it/1FouUt,4,,criterion channel,2021-02-16
2021-02-17,The Lord of the Rings: The Two Towers,2002,https://boxd.it/1FrcpN,3.5,Yes,"amc naperville 16, bad editing, w/ dad, w/ mom, imax",2021-02-16
2021-02-19,A Clockwork Orange,1971,https://boxd.it/1FIfwr,4.5,Yes,netflix,2021-02-18
2021-02-20,Mishima: A Life in Four Chapters,1985,https://boxd.it/1FNTuZ,4.5,,"criterion channel, criterion challenge 2021",2021-02-19
2021-02-21,Akira,1988,https://boxd.it/1FZXyv,5,Yes,"dvd, w/ farris, w/ shrey, w/ arnav",2021-02-20
2021-02-22,Buffalo '66,1998,https://boxd.it/1GcQfd,4,,amazon prime,2021-02-21
2021-02-24,Possessor,2020,https://boxd.it/1GrmVD,3,,hulu,2021-02-23
2021-02-26,Werckmeister Harmonies,2000,https://boxd.it/1GE3IB,4,,,2021-02-25
2021-02-26,Nomadland,2020,https://boxd.it/1GGJjH,4.5,Yes,"amc naperville 16, w/ dad, w/ mom",2021-02-25
2021-02-27,The Lord of the Rings: The Return of the King,2003,https://boxd.it/1GOpbf,4.5,Yes,"amc dine-in yorktown 18, w/ dad, w/ mom, imax",2021-02-26
2021-03-02,Sincere Heart,1953,https://boxd.it/1HbGdD,3,,"criterion channel, criterion challenge 2021",2021-03-01
2021-03-03,Fantastic Mr. Fox,2009,https://boxd.it/1Hj4yT,5,Yes,dvd,2021-03-02
2021-03-04,The Fountain,2006,https://boxd.it/1HqzBD,3,,google play,2021-03-03
2021-03-05,The Pianist,2002,https://boxd.it/1Hz1gz,5,,dvd,2021-03-04
2021-03-05,Rango,2011,https://boxd.it/1HBevB,4.5,Yes,blu-ray,2021-03-04
2021-03-06,Chaos Walking,2021,https://boxd.it/1HGLoj,2.5,,"amc naperville 16, me time!",2021-03-05
2021-03-07,Lies,1999,https://boxd.it/1HNGdz,1.5,,google play,2021-03-06
2021-03-07,Spirited Away,2001,https://boxd.it/1HU38f,5,,"hbo max (courtesy of friends), at a friend's place, w/ farris, w/ arnav, w/ shrey",2021-03-06
2021-03-09,Chinatown,1974,https://boxd.it/1IbXK9,4.5,,amazon prime,2021-03-08
2021-03-13,The White Tiger,2021,https://boxd.it/1ID0nB,2.5,,netflix,2021-03-12
2021-03-15,The Father,2020,https://boxd.it/1IXSRZ,4,,"amc naperville 16, w/ dad, w/ mom",2021-03-14
2021-03-16,The Beach Bum,2019,https://boxd.it/1J0WRF,3,,hulu,2021-03-15
2021-03-17,Caché,2005,https://boxd.it/1JcM6j,3.5,,dvd,2021-03-16
2021-03-17,Battleship Potemkin,1925,https://boxd.it/1Je8Ql,4.5,,"criterion channel, criterion challenge 2021, w/ dad, w/ mom",2021-03-16
2021-03-18,A Serious Man,2009,https://boxd.it/1JlD9L,4,,"peacock, w/ dad, w/ mom, watched while sick",2021-03-17
2021-03-19,Joint Security Area,2000,https://boxd.it/1Jr9HP,4,,criterion channel,2021-03-18
2021-03-20,Justice League,2017,https://boxd.it/1JAYKt,1,Yes,"hbo max, w/ farris, w/ shrey, w/ arnav",2021-03-19
2021-03-21,Zack Snyder's Justice League,2021,https://boxd.it/1JLjrH,2,,"hbo max, at a friend's place, w/ farris, w/ rami, w/ shrey, w/ arnav",2021-03-20
2021-03-22,We Need to Talk About Kevin,2011,https://boxd.it/1JWb8z,4,,criterion channel,2021-03-21
2021-03-23,Chungking Express,1994,https://boxd.it/1K471b,,,"criterion channel, w/ dad, w/ mom",2021-03-22
2021-03-24,The Wrestler,2008,https://boxd.it/1K7CWX,4.5,,"dvd rental, library",2021-03-23
2021-03-24,The United States vs. Billie Holiday,2021,https://boxd.it/1KbtvL,2.5,,hulu,2021-03-23
2021-03-24,Another Round,2020,https://boxd.it/1KbTe7,4.5,Yes,"hulu, w/ dad, w/ mom",2021-03-23
2021-03-27,Stop Making Sense,1984,https://boxd.it/1KtsZr,,,"amazon prime, w/ dad, w/ mom",2021-03-25
2021-03-28,Nobody,2021,https://boxd.it/1KIjSV,3,,"amc naperville 16, dolby, w/ dad, w/ mom",2021-03-27
2021-03-29,Häxan,1922,https://boxd.it/1KSlEh,4,,"criterion channel, criterion challenge 2021",2021-03-28
2021-03-29,Moonrise Kingdom,2012,https://boxd.it/1KToah,3.5,,"amazon prime, w/ dad, w/ mom",2021-03-28
2021-03-30,It Comes at Night,2017,https://boxd.it/1KX0Q7,4.5,,"dvd rental, library",2021-03-29
2021-03-30,Judas and the Black Messiah,2021,https://boxd.it/1L0efb,4,Yes,"best picture showcase, cinemark tinseltown north aurora, w/ farris, w/ shrey, w/ rami",2021-03-29
2021-03-30,Minari,2020,https://boxd.it/1L1nhx,5,Yes,"best picture showcase, cinemark tinseltown north aurora, w/ farris, w/ rami, w/ shrey",2021-03-29
2021-03-31,The Father,2020,https://boxd.it/1L8bgV,4.5,Yes,"cinemark tinseltown north aurora, best picture showcase, w/ farris, w/ shrey, w/ rami",2021-03-30
2021-04-02,Ikiru,1952,https://boxd.it/1LpidN,5,,criterion dvd,2021-04-01
2021-04-03,Pieces of a Woman,2020,https://boxd.it/1Ltmet,3,,netflix,2021-04-02
2021-04-04,Godzilla,2014,https://boxd.it/1LJMlx,3,,"hbo max, w/ dad, w/ mom",2021-04-03
2021-04-07,Sympathy for Mr. Vengeance,2002,https://boxd.it/1M8a9t,4,,tubi,2021-04-06
2021-04-07,Oldboy,2003,https://boxd.it/1McnZl,5,Yes,"dvd, w/ dad",2021-04-06
2021-04-09,Dick Johnson Is Dead,2020,https://boxd.it/1MslvZ,4.5,,netflix,2021-04-08
2021-04-10,Emperor Jones,1933,https://boxd.it/1Mxn2l,3,,"criterion channel, criterion challenge 2021",2021-04-09
2021-04-14,American Psycho,2000,https://boxd.it/1NcPEz,3.5,Yes,"blu-ray, w/ arnav, w/ shrey",2021-04-13
2021-04-15,Greener Grass,2019,https://boxd.it/1Njpll,3.5,,hulu,2021-04-14
2021-04-16,"Crack: Cocaine, Corruption & Conspiracy",2021,https://boxd.it/1Nrq1H,3.5,,netflix,2021-04-15
2021-04-16,mother!,2017,https://boxd.it/1NtUqL,3.5,,blu-ray,2021-04-15
2021-04-17,Lady Vengeance,2005,https://boxd.it/1NzNgr,3.5,,tubi,2021-04-16
2021-04-18,Sing Street,2016,https://boxd.it/1NMdlr,3,Yes,"blu-ray, w/ dad, w/ mom, w/ quinn",2021-04-17
2021-04-21,The Mole Agent,2020,https://boxd.it/1Obj6x,3.5,,hulu,2021-04-20
2021-04-23,It's Such a Beautiful Day,2012,https://boxd.it/1OsWa3,5,Yes,"blu-ray, love this movie more than myself",2021-04-22
2021-04-24,The Hudsucker Proxy,1994,https://boxd.it/1OxIEN,4.5,,tubi,2021-04-23
2021-04-29,Pebbles,2021,https://boxd.it/1PmJYr,3,,"new directors 2021, virtual cinema, w/ dad, w/ mom",2021-04-28
2021-05-05,Biutiful,2010,https://boxd.it/1QdkI5,3.5,,"dvd rental, library",2021-05-04
2021-05-06,Apples,2020,https://boxd.it/1QiYFP,3.5,Yes,"new directors 2021, virtual cinema",2021-05-05
2021-05-08,"Rome, Open City",1945,https://boxd.it/1QynT3,3.5,,"hbo max, criterion challenge 2021",2021-05-07
2021-05-11,Saw III,2006,https://boxd.it/1R0Id9,1.5,,hbo max,2021-05-10
2021-05-14,Gull,2020,https://boxd.it/1RkS9h,3,,"new directors 2021, virtual cinema",2021-05-13
2021-05-15,Faya Dayi,2021,https://boxd.it/1Rt7w7,4.5,,"new directors 2021, virtual cinema",2021-05-14
2021-05-20,Bo Burnham: Make Happy,2016,https://boxd.it/1Sa2aL,,,netflix,2021-05-19
2021-05-20,True Grit,2010,https://boxd.it/1Sb2pX,3.5,,"hbo max, w/ dad, w/ quinn",2021-05-19
2021-05-21,Black Swan,2010,https://boxd.it/1SiOV7,5,Yes,"blu-ray, love this movie more than myself, w/ quinn",2021-05-20
2021-05-22,Ordet,1955,https://boxd.it/1Sobp9,4,,"criterion channel, criterion challenge 2021",2021-05-21
2021-05-25,Flushed Away,2006,https://boxd.it/1SPBZ7,2.5,Yes,hbo max,2021-05-24
2021-05-25,"The Good, the Bad, the Weird",2008,https://boxd.it/1SRLEn,3.5,,"blu-ray, w/ dad, w/ mom",2021-05-24
2021-05-28,Cruella,2021,https://boxd.it/1Te2Qp,2,,"kendall 11, bad editing, w/ dad, w/ mom, w/ quinn",2021-05-27
2021-05-29,Snowpiercer,2013,https://boxd.it/1TnvEP,3.5,,"blu-ray, w/ dad, w/ mom",2021-05-28
2021-05-31,Hunt for the Wilderpeople,2016,https://boxd.it/1TyXMT,3.5,,"netflix, w/ dad, w/ mom",2021-05-29
2021-06-02,A Quiet Place Part II,2020,https://boxd.it/1TURFV,3,,"hollywood palms, w/ farris",2021-06-01
2021-06-04,The Lobster,2015,https://boxd.it/1U8iAz,4,,hoopla,2021-06-03
2021-06-05,The Conjuring,2013,https://boxd.it/1UgypN,3,,netflix,2021-06-04
2021-06-08,Shame,1968,https://boxd.it/1UJVVb,4.5,,"criterion channel, criterion challenge 2021",2021-06-07
2021-06-11,Enter the Void,2009,https://boxd.it/1V8dRz,,,blu-ray,2021-06-10
2021-06-13,In the Heights,2021,https://boxd.it/1Vns19,3.5,,"kendall 11, w/ dad, w/ mom, gdx",2021-06-12
2021-06-14,Milk,2008,https://boxd.it/1VwPYr,3.5,,"regal cantera 17, me time!",2021-06-13
2021-06-14,Mulholland Drive,2001,https://boxd.it/1VyFFt,,Yes,hbo max,2021-06-14
2021-06-15,Mulholland Drive,2001,https://boxd.it/1VCCY1,4.5,Yes,hbo max,2021-06-14
2021-06-18,Under the Silver Lake,2018,https://boxd.it/1VYPtJ,4,Yes,"amazon prime, w/ shrey, w/ arnav",2021-06-17
2021-06-20,The Sparks Brothers,2021,https://boxd.it/1Wf1oD,4,,"amc naperville 16, w/ dad, w/ mom",2021-06-19
2021-06-20,Tangerine,2015,https://boxd.it/1WgRPj,4,,hoopla,2021-06-20
2021-06-21,The Darjeeling Limited,2007,https://boxd.it/1Wp0Rf,3.5,,"amazon prime, w/ dad, w/ mom",2021-06-20
2021-06-23,Memories of Murder,2003,https://boxd.it/1WDjcX,5,Yes,"love this movie more than myself, criterion blu-ray",2021-06-22
2021-06-27,Stalker,1979,https://boxd.it/1X8C0t,,,"criterion channel, criterion challenge 2021, w/ dad, w/ mom",2021-06-26
2021-06-28,Get Shorty,1995,https://boxd.it/1XiHLT,3.5,,"hbo max, w/ dad, w/ mom",2021-06-27
2021-06-29,Bo Burnham: Inside,2021,https://boxd.it/1XmegZ,,,netflix,2021-06-28
2021-06-30,Zola,2020,https://boxd.it/1Xye3F,3,,amc naperville 16,2021-06-29
2021-07-02,The Purge,2013,https://boxd.it/1XLebb,1,,peacock,2021-07-01
2021-07-02,"Crouching Tiger, Hidden Dragon",2000,https://boxd.it/1XNvJj,3.5,,"dvd, w/ dad, w/ mom",2021-07-01
2021-07-03,After Life,1998,https://boxd.it/1XX9Ld,5,,youtube,2021-07-03
2021-07-04,"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",2021,https://boxd.it/1Y495P,4.5,,"amc naperville 16, w/ dad, w/ mom",2021-07-03
2021-07-05,Ready Player One,2018,https://boxd.it/1Yh4qJ,2,Yes,"w/ dad, w/ mom",2021-07-04
2021-07-06,The Purge: Anarchy,2014,https://boxd.it/1Ynbx5,1.5,,peacock,2021-07-05
2021-07-07,The Conjuring 2,2016,https://boxd.it/1YvCtZ,3.5,,hbo max,2021-07-06
2021-07-08,Shiva Baby,2020,https://boxd.it/1YERWv,4,,google play,2021-07-07
2021-07-08,Black Widow,2021,https://boxd.it/1YIZ8h,2.5,,"hollywood palms, early screener",2021-07-08
2021-07-09,Bad Trip,2021,https://boxd.it/1YOr93,3,,netflix,2021-07-08
2021-07-22,Unbreakable,2000,https://boxd.it/20NVMb,4.5,,"amazon prime, w/ dad",2021-07-21
2021-07-23,Old,2021,https://boxd.it/20WXPJ,3,,"hollywood palms, date movie",2021-07-22
2021-07-24,The Royal Tenenbaums,2001,https://boxd.it/215lTh,4.5,,"criterion dvd, w/ dad, w/ mom",2021-07-23
2021-07-25,She's Gotta Have It,1986,https://boxd.it/21fSKd,4,,"netflix, on a plane",2021-07-24
2021-07-27,Pig,2021,https://boxd.it/21zucL,3,,"cinemark 18 near lax, w/ grandparents",2021-07-26
2021-07-28,Weathering with You,2019,https://boxd.it/21HD7h,4,,"tcl chinese theatre, w/ grandparents",2021-07-27
2021-08-03,Jungle Cruise,2021,https://boxd.it/22wl71,1.5,,"hollywood palms, date movie",2021-08-02
2021-08-04,The Green Knight,2021,https://boxd.it/22HiG5,4,,"hollywood palms, w/ dad",2021-08-03
2021-08-06,Trainspotting,1996,https://boxd.it/22Vbzz,4,,blu-ray,2021-08-05
2021-08-06,The Suicide Squad,2021,https://boxd.it/22Ztn5,3.5,,"hollywood palms, w/ dad",2021-08-05
2021-08-09,Kids,1995,https://boxd.it/23t5uV,4,,,2021-08-08
2021-08-12,The Kid with a Bike,2011,https://boxd.it/23Ouuj,4.5,,criterion channel,2021-08-11
2021-08-17,Melancholia,2011,https://boxd.it/24xRX9,4,,"hulu, watched while sick",2021-08-16
2021-08-18,The Killing of a Sacred Deer,2017,https://boxd.it/24GNuv,,,"blu-ray, w/ dad, watched while sick",2021-08-17
2021-08-18,Gummo,1997,https://boxd.it/24Ko9v,3.5,,watched while sick,2021-08-17
2021-08-19,No Sudden Move,2021,https://boxd.it/24OOc9,2.5,,"hbo max, watched while sick",2021-08-18
2021-08-19,I Saw the Devil,2010,https://boxd.it/24RjFb,4,,"tubi, watched while sick",2021-08-18
2021-08-26,Candyman,1992,https://boxd.it/25RyfB,4,,peacock,2021-08-25
2021-08-27,Candyman,2021,https://boxd.it/261zlF,4.5,,"kendall 11, w/ matt g, gdx",2021-08-26
2021-09-02,Ida,2013,https://boxd.it/26Tgfh,4,,hoopla,2021-09-01
2021-09-03,School of Rock,2003,https://boxd.it/26YT7L,3.5,Yes,"netflix, w/ dad",2021-09-02
2021-09-03,Shang-Chi and the Legend of the Ten Rings,2021,https://boxd.it/2705Ax,3,,"amc naperville 16, w/ farris, imax",2021-09-02
2021-09-09,First Reformed,2017,https://boxd.it/27QMAJ,4.5,,hoopla,2021-09-08
2021-09-11,Malignant,2021,https://boxd.it/286bf7,1,,"amc naperville 16, me time!, spooky season 2021, walked out",2021-09-10
2021-09-12,The Card Counter,2021,https://boxd.it/28ieOt,3,,"amc naperville 16, w/ mom, w/ dad",2021-09-11
2021-09-16,The Evil Dead,1981,https://boxd.it/28Sh3n,4,,"hbo max, spooky season 2021",2021-09-15
2021-09-20,Casino Royale,2006,https://boxd.it/29kFp9,3.5,Yes,"dvd, w/ dad, w/ mom",2021-09-19
2021-09-21,Rocky,1976,https://boxd.it/29rZ87,3.5,,in class,2021-09-20
2021-09-21,The Forest of Love,2019,https://boxd.it/29wqNf,4.5,,netflix,2021-09-21
2021-09-25,Santa Sangre,1989,https://boxd.it/29Wi3F,4.5,,"tubi, spooky season 2021",2021-09-24
2021-09-26,Funny Games,1997,https://boxd.it/2a3sqX,4.5,,"criterion channel, spooky season 2021",2021-09-25
2021-09-30,The Kid,1921,https://boxd.it/2aClnn,3.5,,in class,2021-09-29
2021-10-01,Evil Dead II,1987,https://boxd.it/2aHK0D,4,,"hbo max, spooky season 2021",2021-09-29
2021-10-01,Raw,2016,https://boxd.it/2aLM5D,4.5,,"tubi, spooky season 2021",2021-09-30
2021-10-01,Titane,2021,https://boxd.it/2aNhb5,,,"amc naperville 16, me time!",2021-09-30
2021-10-04,Venom,2018,https://boxd.it/2bjP7P,2,,,2021-10-03
2021-10-07,Halloween,1978,https://boxd.it/2bGnJd,3.5,,"hoopla, spooky season 2021",2021-10-06
2021-10-07,Spirited Away,2001,https://boxd.it/2bICJ7,5,Yes,"amc naperville 16, ghibli fest",2021-10-06
2021-10-09,Double Indemnity,1944,https://boxd.it/2bUifb,3.5,,in class,2021-10-08
2021-10-10,Quantum of Solace,2008,https://boxd.it/2c9Cod,2,Yes,"dvd, bad editing, w/ dad, w/ mom",2021-10-09
2021-10-11,Ex-Shaman,2018,https://boxd.it/2ceGXL,3.5,,netflix,2021-10-10
2021-10-12,Scream,1996,https://boxd.it/2cvvV9,4,Yes,"amc naperville 16, w/ matt g",2021-10-11
2021-10-14,Lamb,2021,https://boxd.it/2cMlb5,2.5,,"amc naperville 16, me time!",2021-10-13
2021-10-15,Dheepan,2015,https://boxd.it/2cUfXX,3.5,,criterion channel,2021-10-14
2021-10-15,The Last Forest,2021,https://boxd.it/2cV2vX,3.5,,"ciff 2021, virtual cinema",2021-10-14
2021-10-15,"Paris, 13th District",2021,https://boxd.it/2cWnx3,3.5,,"ciff 2021, virtual cinema",2021-10-14
2021-10-16,Fargo,1996,https://boxd.it/2d1yTT,4,Yes,in class,2021-10-15
2021-10-17,The Worst Person in the World,2021,https://boxd.it/2dfu6r,5,,"amc river east 21, ciff 2021, w/ dad, w/ mom",2021-10-16
2021-10-18,The Power of the Dog,2021,https://boxd.it/2drfUZ,4,,"ciff 2021, amc river east 21, w/ dad, w/ mom",2021-10-17
2021-10-21,Cow,2021,https://boxd.it/2dQ0Nf,3,,"ciff 2021, virtual cinema",2021-10-20
2021-10-21,Skyfall,2012,https://boxd.it/2dSdw1,4,,"blu-ray, w/ dad, w/ mom",2021-10-20
2021-10-22,Flee,2021,https://boxd.it/2e0yNj,4,,"ciff 2021, virtual cinema, w/ dad, w/ mom",2021-10-21
2021-10-23,Dune,2021,https://boxd.it/2e9XUR,,,"kendall 11, saw this under shitty conditions so no review or rating until rewatch, w/ mom, w/ dad, gdx",2021-10-22
2021-10-24,The Hand of God,2021,https://boxd.it/2elK77,5,,"ciff 2021, amc river east 21, w/ mom, w/ dad",2021-10-23
2021-10-26,Spectre,2015,https://boxd.it/2ezMgX,3,Yes,"amazon prime, w/ dad, w/ mom",2021-10-24
2021-10-30,Halloween,2018,https://boxd.it/2fj48H,2.5,,,2021-10-29
2021-10-31,Last Night in Soho,2021,https://boxd.it/2frjX7,3.5,,"kendall 11, w/ dad",2021-10-30
2021-10-31,"The French Dispatch of the Liberty, Kansas Evening Sun",2021,https://boxd.it/2fsPuD,4.5,,"amc naperville 16, w/ mom, w/ dad",2021-10-30
2021-11-01,Halloween Kills,2021,https://boxd.it/2fEtPD,2,,"hollywood palms, w/ josh k",2021-10-31
2021-11-01,No Time to Die,2021,https://boxd.it/2fHVZR,3,,"cinemark seven bridges, w/ dad, w/ mom",2021-10-31
2021-11-02,Saint Maud,2019,https://boxd.it/2fQmhj,4,,"hulu, w/ dad, watched while sick",2021-11-01
2021-11-03,Mass,2021,https://boxd.it/2g0qi1,5,,"amc dine-in yorktown 18, me time!",2021-11-02
2021-11-04,Dune,2021,https://boxd.it/2gaiOD,4,Yes,"amc naperville 16, w/ josh k, imax",2021-11-03
2021-11-06,Rear Window,1954,https://boxd.it/2gmYJ5,4,Yes,in class,2021-11-05
2021-11-08,Spencer,2021,https://boxd.it/2gNshH,4.5,,"regal cantera 17, w/ dad, w/ mom",2021-11-07
2021-11-12,Polytechnique,2009,https://boxd.it/2hn8uD,4,,criterion channel,2021-11-11
2021-11-13,Disturbia,2007,https://boxd.it/2hqhN1,2,,in class,2021-11-12
2021-11-13,Train to Busan,2016,https://boxd.it/2hsonj,4,,"amazon prime, w/ dad",2021-11-12
2021-11-14,Hit the Road,2021,https://boxd.it/2hKaC1,4,,virtual cinema,2021-11-14
2021-11-15,Belle,2021,https://boxd.it/2hQhFj,4,,"music box theater, chicago critics festival, w/ dad, w/ mom",2021-11-14
2021-11-17,In Time,2011,https://boxd.it/2iau3H,1.5,,"amazon prime, w/ dad",2021-11-16
2021-11-19,Heaven: To The Land of Happiness,2021,https://boxd.it/2isATZ,4,,"hawaii iff 21, virtual cinema",2021-11-18
2021-11-22,Belfast,2021,https://boxd.it/2iUOdf,3.5,,"regal cantera 17, w/ dad, w/ mom",2021-11-21
2021-11-23,Mad God,2021,https://boxd.it/2j7YPT,4.5,,"hawaii iff 21, virtual cinema",2021-11-22
2021-11-30,The Secret Life of Walter Mitty,2013,https://boxd.it/2k8iMp,3.5,Yes,in class,2021-11-23
2021-11-25,The Mitchells vs. the Machines,2021,https://boxd.it/2jmzoD,3,,"netflix, w/ dad, w/ mom, w/ quinn",2021-11-24
2021-11-26,Marvelous and the Black Hole,2021,https://boxd.it/2jvDJX,3.5,,"hawaii iff 21, virtual cinema",2021-11-25
2021-11-26,The Adventures of Tintin,2011,https://boxd.it/2jwUZZ,4.5,Yes,"blu-ray, w/ dad, w/ mom",2021-11-25
2021-11-27,Eternals,2021,https://boxd.it/2jC0Tj,2.5,,"amc naperville 16, w/ dad, w/ mom, w/ quinn",2021-11-26
2021-11-28,C'mon C'mon,2021,https://boxd.it/2jR8Cl,5,,"amc river east 21, love this movie more than myself, w/ dad, w/ mom, w/ quinn",2021-11-27
2021-11-29,Eternally Younger Than Those Idiots,2020,https://boxd.it/2jWOTt,4,,"hawaii iff 21, virtual cinema",2021-11-28
2021-11-30,The Handmaiden,2016,https://boxd.it/2kbLC5,5,,"amazon prime, virtual watch party, w/ skyler",2021-11-29
2021-12-04,Shutter Island,2010,https://boxd.it/2kFo9p,3,Yes,in class,2021-12-03
2021-12-05,Venom: Let There Be Carnage,2021,https://boxd.it/2kUAJf,3,,"regal bolingbrook, w/ farris",2021-12-04
2021-12-07,Titane,2021,https://boxd.it/2lcprZ,4,Yes,google play,2021-12-06
2021-12-10,Benedetta,2021,https://boxd.it/2lz58T,2,,"amc naperville 16, me time!, walked out",2021-12-08
2021-12-13,Spider-Man,2002,https://boxd.it/2lZG2l,3.5,Yes,"dvd, w/ dad, w/ mom, w/ quinn",2021-12-11
2021-12-13,Spider-Man 2,2004,https://boxd.it/2m2Z0T,4,,"dvd, w/ dad, w/ mom, w/ quinn",2021-12-12
2021-12-13,The Matrix,1999,https://boxd.it/2m6WRj,5,,"amc naperville 16, w/ dad, w/ mom, w/ quinn",2021-12-12
2021-12-14,Spider-Man 3,2007,https://boxd.it/2mf2Ap,3,,"dvd rental, w/ dad, w/ mom, w/ quinn, library",2021-12-13
2021-12-15,The Shape of Water,2017,https://boxd.it/2mnlVx,4.5,,"blu-ray rental, w/ dad, w/ quinn, library",2021-12-14
2021-12-15,Starlet,2012,https://boxd.it/2mpSyv,3.5,,hoopla,2021-12-14
2021-12-16,Stand by Me,1986,https://boxd.it/2mtzQj,4,,in class,2021-12-15
2021-12-18,Nightmare Alley,2021,https://boxd.it/2mT1Jb,2.5,,"kendall 11, w/ dad, w/ mom, w/ quinn",2021-12-17
2021-12-19,The Amazing Spider-Man,2012,https://boxd.it/2mYeBJ,3,Yes,,2021-12-18
2021-12-19,The Amazing Spider-Man 2,2014,https://boxd.it/2mZyDd,2,Yes,,2021-12-18
2021-12-19,Spider-Man: Homecoming,2017,https://boxd.it/2n16gz,3,Yes,blu-ray,2021-12-18
